Date	Headline	Summary
2018-04-22	Tech Companies Report Earnings and Economic Growth Data Is Released	Detroit automakers are also reporting results, while President Trump will discuss trade with French and German leaders but skip the White House Correspondents’ dinner.
2018-04-19	A.I. Researchers Are Making More Than $1 Million	" Even at a Nonprofit"",Tax forms filed by OpenAI provide insight into the enormous salaries and bonuses paid to artificial intelligence specialists across the world."
2018-04-19	Why Silicon Valley Shouldn’t Work With the Pentagon	Our technology sector is good at innovation precisely because it is not dominated by the state.
2018-04-18	Following the Trail of Online Ads	" Wherever It Leads"",""Sapna Maheshwari, who covers advertising for The Times, discusses how she tracks the online ads that track us."
2018-04-18	Marissa Mayer Is Still Here	The former Yahoo chief is renting Google’s original office, where “there’s a lot of good juju,” and planning her next act. She just won’t say what it is. 
2018-04-15	Report for America Supports Journalism Where Cutbacks Hit Hard	The service program promotes local newspapers by sending reporters away from big cities. Google has committed money and training.
2018-04-13	Facebook Takes the Punches While Rest of Silicon Valley Ducks	Google’s ad business is twice as big as Facebook’s. But executives at Google and other big tech companies have avoided intense scrutiny. For now.
2018-04-11	I Downloaded the Information That Facebook Has on Me. Yikes.	Using a tool that Facebook offers its users, our columnist found out more than he wanted to know about the social network, the ad industry and himself.
2018-04-10	How to Make Facebook More Accountable	Facebook and other major internet companies should take responsibility for their news content or else license media companies to do it for them.
2018-04-10	Failed by Facebook	" We’ll Return to the Scene of the Crime. We Always Do."",""The trade-off we make for free online content, social sharing and convenience is the willful relinquishing of our privacy. It’s part of the deal."
2018-04-09	YouTube Is Improperly Collecting Children’s Data	" Consumer Groups Say"",More than 20 organizations are joining forces to file a complaint with the Federal Trade Commission."
2018-04-05	YouTube Shooting Puts a Focus on Workplace Security	Active shooter trainings, security cameras and “behavioral threat assessment teams” try to avoid or mitigate office attacks like the one at YouTube.
2018-04-04	‘The Business of War’: Google Employees Protest Work for the Pentagon	Thousands of employees have signed a letter calling on their C.E.O. to pull out of a project that could be used to improve drone strike targeting.
2018-04-03	Police Identify Woman Who Wounded 3 at YouTube and Killed Herself; Motive Is Unclear	Officials were investigating the motivation behind a woman’s attack at the suburban California headquarters.
2018-04-03	Apple Hires Google’s A.I. Chief	The iPhone maker is the most valuable company in the world. But many believe its artificial intelligence technology falls short of its rivals.
2018-04-02	Big Business Is Too Big	And Washington doesn’t have to stand for it.
2018-04-01	They Tried to Boycott Facebook	" Apple and Google. They Failed."",""People are increasingly calling for boycotts of the big tech companies amid a backlash. The problem is that Facebook, Apple, Amazon and Google are nearly inescapable."
2018-03-31	Hey	" Alexa, What Can You Hear? And What Will You Do With It?"",""Amazon and Google have filed patent applications, many still under consideration, that outline how digital assistants can monitor more of what users say and do."
2018-03-30	Keeping Personal Appointments Private on Google Calendar	The corporate version of Google Calendar is ultimately controlled by its administrator, but you may still have a say on who can see your day.
2018-03-30	The Self-Driving Car Industry’s Biggest Turning Point Yet	As Uber pulled back on testing after a fatal crash in Arizona, Waymo said it would order up to 20,000 electric vehicles for a self-driving car service.
2018-03-30	Silicon Valley Warms to Trump After a Chilly Start	Even though Mr. Trump still takes potshots at Amazon, the industry’s relationship with the White House is shifting as tech companies find some common ground with the president.
2018-03-27	Apple Unveils New iPad to Catch Google in the Classroom	Apple hopes a new $299 iPad for schools and other new software tools will help it catch Google in the hunt for students’ attention.
2018-03-27	Waymo	" a Google Spinoff, Ramps Up Its Driverless-Car Effort"",""The company says it will buy up to 20,000 electric cars from Jaguar Land Rover as it strives to put a ride service into operation within two years."
2018-03-26	Lights	" Camera, Artificial Action: Start-Up Is Taking A.I. to the Movies"",""After selling their robotics company to Google, two engineers are working on technology they think can change how special effects are made."
2018-03-25	To Invade Homes	" Tech Is Trying to Get in Your Kitchen"",""For many people, kitchens are the center of the home. Tech and appliance makers, aiming to deepen ties to customers, are increasingly targeting that room with smart devices."
2018-03-24	Timeline: Facebook and Google Under Regulators’ Glare	In 2011, the F.T.C. first required a company to create a comprehensive data privacy program for consumers. Europe will soon take another big step.
2018-03-24	How Calls for Privacy May Upend Business for Facebook and Google	Internet companies were built on a model in which people gave up their information for free services. Now, that idea is under siege.
2018-03-23	Uber’s Self-Driving Cars Were Struggling Before Arizona Crash	Company documents obtained by The New York Times show Uber was becoming more aggressive with its autonomous car research, even as the technology faltered.
2018-03-21	Computer Chip Visionaries Win Turing Award	After changing the fundamental idea of chip design, former academics Dave Patterson and John Hennessy have received “the Nobel Prize of computing.”
2018-03-21	Welcome to Zucktown. Where Everything Is Just Zucky.	In Menlo Park, Calif., Facebook is building a real community and testing the proposition: Do people love tech companies so much they will live inside them?
2018-03-20	Google Pledges $300 Million to Clean Up False News	After enduring criticism for allowing the rapid spread of conspiracy theories, the tech giant opened up its checkbook to support reliable journalism over the next three years.
2018-03-19	YouTube May Add to the Burdens of Humble Wikipedia	In a surprise announcement, Google says it will hand off a knotty problem — fact-checking its videos — to the online encyclopedia’s volunteer army.
